symbol,sector,current_price,day_change_pct,52w_low,52w_high,distance_pct,distance_from_high_pct,rsi,sma50,sma200,volume_ratio,trend,score,reasons
COALINDIA,Oil Gas & Consumable Fuels,462.2,1.79,345.88,491.25,33.63,5.91,52.11,454.08,403.03,0.71,Bullish,40,"Above 50 DMA, Above 200 DMA"
COLPAL,Fast Moving Consumer Goods,2160.0,0.62,1782.0,2688.8,21.21,19.67,58.37,2038.69,2155.37,0.77,Bullish,40,"Above 50 DMA, Above 200 DMA"
FINCABLES,Capital Goods,1050.9,-2.18,700.8,1172.8,49.96,10.39,59.1,930.09,830.39,0.38,Bullish,40,"Above 50 DMA, Above 200 DMA"
FORTIS,Healthcare,963.65,-0.72,666.41,1104.3,44.6,12.74,62.07,885.48,921.33,0.53,Bullish,40,"Above 50 DMA, Above 200 DMA"
GVT&D,Capital Goods,4342.6,0.11,1727.04,4849.0,151.45,10.44,51.63,4054.43,3264.95,0.45,Bullish,40,"Above 50 DMA, Above 200 DMA"
GMRAIRPORT,Services,96.59,-0.21,79.92,110.36,20.86,12.48,50.1,94.36,95.14,0.59,Bullish,40,"Above 50 DMA, Above 200 DMA"
ENGINERSIN,Construction,246.75,-2.87,162.35,267.0,51.98,7.58,54.16,220.94,202.65,0.68,Bullish,40,"Above 50 DMA, Above 200 DMA"
NYKAA,Consumer Services,272.4,-0.22,191.16,285.6,42.5,4.62,58.16,256.29,250.23,0.93,Bullish,40,"Above 50 DMA, Above 200 DMA"
FACT,Chemicals,882.7,0.35,652.1,1111.56,35.36,20.59,51.65,836.74,876.28,0.88,Bullish,40,"Above 50 DMA, Above 200 DMA"
EICHERMOT,Automobile and Auto Components,7014.5,-0.28,5152.69,8230.0,36.13,14.77,44.35,7107.55,6959.39,0.7,Bearish,40,"RSI weak/oversold, Above 200 DMA"
ELGIEQUIP,Capital Goods,523.25,-0.22,408.25,608.4,28.17,14.0,45.21,515.84,496.43,0.42,Bullish,40,"Above 50 DMA, Above 200 DMA"
EMCURE,Healthcare,1704.9,1.74,1037.85,1830.0,64.27,6.84,57.28,1585.61,1456.02,0.57,Bullish,40,"Above 50 DMA, Above 200 DMA"
POWERINDIA,Capital Goods,32535.0,0.76,15422.53,35095.0,110.96,7.29,58.72,28395.2,21848.62,0.82,Bullish,40,"Above 50 DMA, Above 200 DMA"
HOMEFIRST,Financial Services,1075.8,-1.14,893.7,1519.0,20.38,29.18,41.74,1067.92,1162.89,0.72,Bullish,40,"RSI weak/oversold, Above 50 DMA"
HSCL,Chemicals,596.0,-3.41,418.5,654.45,42.41,8.93,58.98,508.26,475.69,0.56,Bullish,40,"Above 50 DMA, Above 200 DMA"
HINDZINC,Metals & Mining,637.8,-4.7,406.08,719.85,57.06,11.4,59.98,570.9,526.49,1.14,Bullish,40,"Above 50 DMA, Above 200 DMA"
J&KBANK,Financial Services,130.7,-1.02,97.35,145.0,34.26,9.86,50.84,124.9,109.09,0.31,Bullish,40,"Above 50 DMA, Above 200 DMA"
JINDALSAW,Capital Goods,229.09,-1.96,153.0,260.4,49.73,12.02,51.79,209.58,191.99,0.4,Bullish,40,"Above 50 DMA, Above 200 DMA"
JINDALSTEL,Metals & Mining,1232.0,-1.66,880.9,1306.2,39.86,5.68,49.7,1205.28,1090.9,0.9,Bullish,40,"Above 50 DMA, Above 200 DMA"
JBCHEPHARM,Healthcare,2140.4,0.12,1586.72,2224.9,34.89,3.8,58.95,2060.42,1845.5,0.78,Bullish,40,"Above 50 DMA, Above 200 DMA"
JBMA,Automobile and Auto Components,641.6,-1.36,477.0,790.0,34.51,18.78,54.97,586.09,613.39,0.35,Bullish,40,"Above 50 DMA, Above 200 DMA"
JSWENERGY,Power,515.05,0.44,427.75,585.65,20.41,12.05,41.22,519.02,509.25,1.14,Bearish,40,"RSI weak/oversold, Above 200 DMA"
INDUSINDBK,Financial Services,886.4,-2.37,710.6,968.85,24.74,8.51,49.26,861.13,836.09,0.57,Bullish,40,"Above 50 DMA, Above 200 DMA"
IKS,Information Technology,1595.3,-4.64,1262.0,1876.0,26.41,14.96,51.64,1464.11,1567.03,0.62,Bullish,40,"Above 50 DMA, Above 200 DMA"
GROWW,Financial Services,187.67,-1.18,112.0,227.2,67.56,17.4,42.43,183.59,,0.32,Bullish,40,"RSI weak/oversold, Above 50 DMA"
SUNPHARMA,Healthcare,1878.2,0.81,1538.01,1887.9,22.12,0.51,64.96,1763.51,1700.66,0.51,Bullish,40,"Above 50 DMA, Above 200 DMA"
SUZLON,Capital Goods,53.84,0.69,38.19,74.3,40.98,27.54,57.13,47.31,52.54,0.81,Bullish,40,"Above 50 DMA, Above 200 DMA"
SONACOMS,Automobile and Auto Components,573.55,-2.38,401.0,614.0,43.03,6.59,50.32,544.19,489.58,0.57,Bullish,40,"Above 50 DMA, Above 200 DMA"
STARHEALTH,Financial Services,501.7,-1.05,402.6,586.25,24.62,14.42,48.01,484.03,467.12,0.16,Bullish,40,"Above 50 DMA, Above 200 DMA"
SAIL,Metals & Mining,192.4,-3.36,116.64,209.7,64.95,8.25,61.38,167.58,144.9,0.8,Bullish,40,"Above 50 DMA, Above 200 DMA"
SCHNEIDER,Capital Goods,1264.3,-3.86,571.85,1370.0,121.09,7.72,59.05,1042.18,864.44,0.33,Bullish,40,"Above 50 DMA, Above 200 DMA"
SCI,Services,331.4,1.38,162.79,368.75,103.57,10.13,65.7,269.9,235.68,0.88,Bullish,40,"Above 50 DMA, Above 200 DMA"
SHRIRAMFIN,Financial Services,937.9,0.3,563.07,1108.0,66.57,15.35,43.05,979.93,846.29,0.91,Bearish,40,"RSI weak/oversold, Above 200 DMA"
SHYAMMETL,Capital Goods,877.25,-0.62,746.0,998.67,17.59,12.16,54.04,828.79,867.21,0.86,Bullish,40,"Above 50 DMA, Above 200 DMA"
SIEMENS,Capital Goods,3587.9,-2.87,2826.0,3930.0,26.96,8.7,47.85,3431.08,3213.45,0.63,Bullish,40,"Above 50 DMA, Above 200 DMA"
MOTHERSON,Automobile and Auto Components,129.92,3.02,89.42,135.73,45.29,4.28,58.09,120.08,112.55,1.19,Bullish,40,"Above 50 DMA, Above 200 DMA"
SARDAEN,Metals & Mining,544.7,-3.39,419.7,639.75,29.78,14.86,39.24,555.08,534.13,0.88,Bearish,40,"RSI weak/oversold, Above 200 DMA"
INDUSTOWER,Telecommunication,430.15,1.85,312.55,481.5,37.63,10.66,59.18,422.86,400.12,1.06,Bullish,40,"Above 50 DMA, Above 200 DMA"
PNBHOUSING,Financial Services,1069.4,-0.03,729.6,1136.11,46.57,5.87,67.96,899.1,883.34,0.23,Bullish,40,"Above 50 DMA, Above 200 DMA"
PTCIL,Capital Goods,16788.0,0.53,13251.0,19387.0,26.69,13.41,54.64,16514.52,16604.63,0.9,Bullish,40,"Above 50 DMA, Above 200 DMA"
PARADEEP,Chemicals,120.46,-2.17,99.7,233.32,20.82,48.37,43.28,119.68,156.34,0.49,Bullish,40,"RSI weak/oversold, Above 50 DMA"
PATANJALI,Fast Moving Consumer Goods,459.85,2.2,438.0,648.84,4.99,29.13,48.77,469.98,542.5,3.24,Bearish,40,"Near 52W low, Volume expansion"
ONESOURCE,Healthcare,1834.8,0.82,1057.0,2248.0,73.59,18.38,66.26,1566.91,1665.78,0.33,Bullish,40,"Above 50 DMA, Above 200 DMA"
OFSS,Information Technology,9015.0,1.24,6060.86,9622.33,48.74,6.31,63.3,7609.81,7819.05,0.71,Bullish,40,"Above 50 DMA, Above 200 DMA"
NAM-INDIA,Financial Services,1100.6,0.76,682.91,1117.9,61.16,1.55,63.04,940.89,881.84,0.64,Bullish,40,"Above 50 DMA, Above 200 DMA"
NIVABUPA,Financial Services,79.83,-0.67,67.5,95.21,18.27,16.15,53.97,75.16,77.67,0.26,Bullish,40,"Above 50 DMA, Above 200 DMA"
NUVAMA,Financial Services,1458.5,-0.37,1086.51,1632.29,34.24,10.65,57.75,1282.42,1329.93,0.58,Bullish,40,"Above 50 DMA, Above 200 DMA"
ONGC,Oil Gas & Consumable Fuels,299.35,-0.52,219.43,307.5,36.42,2.65,60.94,282.19,248.64,0.77,Bullish,40,"Above 50 DMA, Above 200 DMA"
OIL,Oil Gas & Consumable Fuels,518.3,0.14,374.37,531.0,38.45,2.39,66.63,476.55,433.8,0.55,Bullish,40,"Above 50 DMA, Above 200 DMA"
NH,Healthcare,1841.1,1.19,1589.0,2364.63,15.87,22.14,56.52,1746.58,1810.69,1.14,Bullish,40,"Above 50 DMA, Above 200 DMA"
NATIONALUM,Metals & Mining,403.6,-3.09,164.75,442.94,144.98,8.88,48.32,400.6,294.6,0.99,Bullish,40,"Above 50 DMA, Above 200 DMA"
NAVINFLUOR,Chemicals,7001.0,1.57,4178.91,7200.0,67.53,2.76,64.88,6419.09,5731.52,0.16,Bullish,40,"Above 50 DMA, Above 200 DMA"
NESTLEIND,Fast Moving Consumer Goods,1430.5,-1.99,1078.87,1498.1,32.59,4.51,58.05,1308.81,1250.36,1.2,Bullish,40,"Above 50 DMA, Above 200 DMA"
NETWEB,Information Technology,3840.5,-1.72,1698.04,4492.0,126.17,14.5,47.92,3597.63,3267.64,0.46,Bullish,40,"Above 50 DMA, Above 200 DMA"
NEULANDLAB,Healthcare,16590.0,-0.54,10569.25,19747.0,56.96,15.99,61.54,14147.78,14715.3,1.29,Bullish,40,"Above 50 DMA, Above 200 DMA"
LT,Construction,3909.0,-0.8,3288.1,4440.0,18.88,11.96,46.68,3853.08,3871.96,0.51,Bullish,40,"Above 50 DMA, Above 200 DMA"
LAURUSLABS,Healthcare,1323.6,0.62,583.44,1327.9,126.86,0.32,81.15,1090.57,991.95,0.95,Bullish,40,"Above 50 DMA, Above 200 DMA"
LINDEINDIA,Chemicals,7352.0,-0.83,5673.0,8049.0,29.6,8.66,49.92,7181.63,6438.58,0.35,Bullish,40,"Above 50 DMA, Above 200 DMA"
KIMS,Healthcare,761.65,-1.51,575.8,798.4,32.28,4.6,65.78,676.77,688.98,0.87,Bullish,40,"Above 50 DMA, Above 200 DMA"
M&MFIN,Financial Services,320.65,-0.08,246.33,412.2,30.17,22.21,52.2,316.07,320.03,0.37,Bullish,40,"Above 50 DMA, Above 200 DMA"
WOCKPHARMA,Healthcare,1545.9,-0.08,1086.7,1868.8,42.26,17.28,58.09,1359.01,1404.86,0.36,Bullish,40,"Above 50 DMA, Above 200 DMA"
YESBANK,Financial Services,22.07,-0.54,17.2,24.3,28.31,9.18,64.84,19.73,21.0,0.78,Bullish,40,"Above 50 DMA, Above 200 DMA"
ZFCVINDIA,Automobile and Auto Components,14516.0,2.8,12302.0,16665.0,18.0,12.9,49.62,14273.48,14034.85,0.82,Bullish,40,"Above 50 DMA, Above 200 DMA"
ZENTEC,Capital Goods,1554.9,-0.26,1223.0,2264.81,27.14,31.35,47.17,1510.32,1433.26,0.28,Bullish,40,"Above 50 DMA, Above 200 DMA"
VBL,Fast Moving Consumer Goods,503.8,-0.27,380.16,534.19,32.52,5.69,59.69,451.54,468.08,0.48,Bullish,40,"Above 50 DMA, Above 200 DMA"
VIJAYA,Healthcare,1329.2,4.67,848.0,1379.3,56.75,3.63,76.19,1030.13,1022.69,1.03,Bullish,40,"Above 50 DMA, Above 200 DMA"
ATHERENERG,Automobile and Auto Components,937.4,-0.31,301.0,989.4,211.43,5.26,58.24,826.23,664.04,0.82,Bullish,40,"Above 50 DMA, Above 200 DMA"
ATUL,Chemicals,7100.0,1.87,5560.5,7762.06,27.69,8.53,63.86,6540.14,6266.48,0.48,Bullish,40,"Above 50 DMA, Above 200 DMA"
AUROPHARMA,Healthcare,1511.8,0.06,1016.1,1528.0,48.78,1.06,74.4,1356.44,1195.14,0.58,Bullish,40,"Above 50 DMA, Above 200 DMA"
CGCL,Financial Services,185.01,-0.71,150.35,214.0,23.05,13.55,49.01,177.31,183.34,0.95,Bullish,40,"Above 50 DMA, Above 200 DMA"
CCL,Fast Moving Consumer Goods,1116.3,0.4,716.87,1217.5,55.72,8.31,50.27,1088.7,969.84,0.5,Bullish,40,"Above 50 DMA, Above 200 DMA"
CESC,Power,180.09,-2.37,138.12,204.5,30.39,11.94,52.32,167.2,163.79,0.25,Bullish,40,"Above 50 DMA, Above 200 DMA"
CGPOWER,Capital Goods,838.2,-1.18,524.34,886.8,59.86,5.48,59.16,755.24,705.98,0.41,Bullish,40,"Above 50 DMA, Above 200 DMA"
BOSCHLTD,Automobile and Auto Components,37740.0,2.15,28610.0,41945.0,31.91,10.03,59.32,34428.8,36939.05,0.91,Bullish,40,"Above 50 DMA, Above 200 DMA"
BHEL,Capital Goods,398.3,-3.59,205.12,417.9,94.18,4.69,69.14,305.79,267.17,0.64,Bullish,40,"Above 50 DMA, Above 200 DMA"
LTF,Financial Services,280.75,-0.2,167.02,329.45,68.09,14.78,47.08,274.28,270.55,0.57,Bullish,40,"Above 50 DMA, Above 200 DMA"
KAJARIACER,Consumer Durables,1064.4,-0.03,863.95,1309.03,23.2,18.69,42.95,1048.71,1091.73,0.44,Bullish,40,"RSI weak/oversold, Above 50 DMA"
KARURVYSYA,Financial Services,299.05,3.12,179.94,343.45,66.19,12.93,53.69,289.66,258.88,0.78,Bullish,40,"Above 50 DMA, Above 200 DMA"
JUBLINGREA,Chemicals,731.8,-0.41,537.3,846.0,36.2,13.5,60.26,641.35,675.66,0.36,Bullish,40,"Above 50 DMA, Above 200 DMA"
JWL,Capital Goods,275.15,-2.22,235.65,455.87,16.76,39.64,44.86,274.29,304.87,0.42,Bullish,40,"RSI weak/oversold, Above 50 DMA"
UNIONBANK,Financial Services,161.94,-1.8,124.64,205.49,29.93,21.19,37.2,176.7,158.07,0.51,Bearish,40,"RSI weak/oversold, Above 200 DMA"
USHAMART,Capital Goods,472.95,-0.69,299.9,497.1,57.7,4.86,59.04,432.98,425.76,0.43,Bullish,40,"Above 50 DMA, Above 200 DMA"
VTL,Textiles,606.95,0.16,379.29,647.0,60.02,6.19,57.73,564.19,468.85,0.4,Bullish,40,"Above 50 DMA, Above 200 DMA"
TRITURBINE,Capital Goods,606.95,4.91,428.35,669.59,41.69,9.35,67.51,507.86,519.37,0.65,Bullish,40,"Above 50 DMA, Above 200 DMA"
ANGELONE,Financial Services,306.85,1.04,206.76,334.95,48.41,8.39,54.49,270.63,252.84,0.82,Bullish,40,"Above 50 DMA, Above 200 DMA"
ANTHEM,Healthcare,783.3,-4.49,579.15,873.5,35.25,10.33,58.99,710.45,713.41,0.99,Bullish,40,"Above 50 DMA, Above 200 DMA"
ANURAS,Chemicals,1376.0,0.05,889.22,1415.0,54.74,2.76,65.15,1290.9,1214.14,0.5,Bullish,40,"Above 50 DMA, Above 200 DMA"
APARINDS,Capital Goods,12650.0,-0.67,6801.0,13024.0,86.0,2.87,61.67,11011.25,9269.29,0.51,Bullish,40,"Above 50 DMA, Above 200 DMA"
APOLLOHOSP,Healthcare,8082.5,-0.45,6687.62,8180.0,20.86,1.19,64.97,7646.2,7496.82,0.79,Bullish,40,"Above 50 DMA, Above 200 DMA"
AJANTPHARM,Healthcare,3177.2,-2.52,2304.06,3289.9,37.9,3.43,66.58,2907.57,2697.79,1.01,Bullish,40,"Above 50 DMA, Above 200 DMA"
ALKEM,Healthcare,5486.0,-1.62,4670.8,5886.05,17.45,6.8,50.67,5427.28,5457.47,0.65,Bullish,40,"Above 50 DMA, Above 200 DMA"
BDL,Capital Goods,1325.4,-2.05,1086.0,2088.32,22.04,36.53,44.72,1320.72,1437.84,0.7,Bullish,40,"RSI weak/oversold, Above 50 DMA"
BEL,Capital Goods,423.65,-1.21,338.57,473.45,25.13,10.52,42.1,437.07,413.15,0.66,Bearish,40,"RSI weak/oversold, Above 200 DMA"
BHARATFORG,Automobile and Auto Components,1913.1,-1.84,1099.24,2044.0,74.04,6.4,54.28,1822.5,1474.75,0.55,Bullish,40,"Above 50 DMA, Above 200 DMA"
ABCAPITAL,Financial Services,357.15,2.15,212.64,375.95,67.96,5.0,56.97,332.33,323.26,0.9,Bullish,40,"Above 50 DMA, Above 200 DMA"
WELCORP,Capital Goods,1309.0,-4.28,710.0,1377.4,84.37,4.97,69.43,1017.47,886.22,0.81,Bullish,40,"Above 50 DMA, Above 200 DMA"
BALRAMCHIN,Fast Moving Consumer Goods,539.6,-0.2,393.55,623.08,37.11,13.4,61.54,502.42,482.43,0.46,Bullish,40,"Above 50 DMA, Above 200 DMA"
BANDHANBNK,Financial Services,194.46,-2.3,134.25,212.66,44.85,8.56,56.07,175.99,163.13,0.28,Bullish,40,"Above 50 DMA, Above 200 DMA"
DMART,Consumer Services,4358.7,0.4,3600.0,4949.5,21.08,11.94,48.8,4224.44,4152.6,0.4,Bullish,40,"Above 50 DMA, Above 200 DMA"
AXISBANK,Financial Services,1244.8,-0.78,1042.5,1418.3,19.41,12.23,39.34,1280.31,1231.26,0.7,Bearish,40,"RSI weak/oversold, Above 200 DMA"
BSE,Financial Services,4000.6,-0.92,2021.5,4084.0,97.9,2.04,73.55,3253.22,2739.06,1.2,Bullish,40,"Above 50 DMA, Above 200 DMA"
BAJAJ-AUTO,Automobile and Auto Components,10377.5,-0.7,7858.5,10785.0,32.05,3.78,60.09,9594.34,9197.57,0.54,Bullish,40,"Above 50 DMA, Above 200 DMA"
ASIANPAINT,Consumer Durables,2605.6,-0.63,2115.0,2985.7,23.2,12.73,63.23,2362.16,2529.58,0.75,Bullish,40,"Above 50 DMA, Above 200 DMA"
ASTERDM,Healthcare,753.65,0.94,516.84,770.0,45.82,2.12,66.92,683.67,640.03,0.57,Bullish,40,"Above 50 DMA, Above 200 DMA"
CPPLUS,Capital Goods,2464.3,-3.24,1015.0,2575.0,142.79,4.3,68.06,2019.51,,1.34,Bullish,35,"Above 50 DMA, Volume expansion"
MUTHOOTFIN,Financial Services,3311.4,-6.22,2010.0,4114.71,64.75,19.52,42.3,3386.03,3338.2,6.58,Bearish,35,"RSI weak/oversold, Volume expansion"
MINDACORP,Automobile and Auto Components,525.2,3.3,443.78,619.32,18.35,15.2,51.17,517.12,548.06,1.33,Bullish,35,"Above 50 DMA, Volume expansion"
LUPIN,Healthcare,2276.2,0.8,1836.8,2494.0,23.92,8.73,46.04,2315.16,2114.27,1.45,Bearish,35,"Volume expansion, Above 200 DMA"
VMM,Consumer Services,118.99,1.03,98.77,157.6,20.47,24.5,47.51,114.98,132.17,1.39,Bullish,35,"Above 50 DMA, Volume expansion"
CANBK,Financial Services,128.07,-2.12,100.81,162.89,27.04,21.38,36.3,136.82,135.05,1.71,Bearish,35,"RSI weak/oversold, Volume expansion"
TMPV,Automobile and Auto Components,356.55,5.25,294.3,419.0,21.15,14.9,56.81,337.52,,5.05,Bullish,35,"Above 50 DMA, Volume expansion"
SJVN,Power,77.42,0.64,63.02,105.51,22.85,26.62,52.34,73.39,80.36,2.25,Bullish,35,"Above 50 DMA, Volume expansion"
ENDURANCE,Automobile and Auto Components,2548.5,-2.71,2128.92,3079.9,19.71,17.25,58.38,2390.7,2615.34,2.71,Bullish,35,"Above 50 DMA, Volume expansion"
HUDCO,Financial Services,206.53,-7.53,159.0,246.85,29.89,16.33,47.15,191.89,208.47,2.09,Bullish,35,"Above 50 DMA, Volume expansion"
IDFCFIRSTB,Financial Services,67.65,-1.3,58.08,87.0,16.48,22.24,47.52,66.4,74.59,1.37,Bullish,35,"Above 50 DMA, Volume expansion"
PFIZER,Healthcare,4954.7,5.84,4264.26,5873.5,16.19,15.64,58.14,4785.21,5000.17,4.32,Bullish,35,"Above 50 DMA, Volume expansion"
PWL,Consumer Services,113.85,1.11,77.72,161.99,46.49,29.72,64.16,97.12,,2.61,Bullish,35,"Above 50 DMA, Volume expansion"
HAL,Capital Goods,4386.2,-4.81,3479.1,5105.25,26.07,14.08,49.0,4138.48,4389.74,1.8,Bullish,35,"Above 50 DMA, Volume expansion"
NEWGEN,Information Technology,472.3,3.38,401.05,1370.44,17.77,65.54,47.82,464.07,729.97,2.03,Bullish,35,"Above 50 DMA, Volume expansion"
LATENTVIEW,Information Technology,307.25,5.84,248.0,517.5,23.89,40.63,54.07,293.27,397.55,6.64,Bullish,35,"Above 50 DMA, Volume expansion"
LTFOODS,Fast Moving Consumer Goods,409.35,-0.4,332.26,514.98,23.2,20.51,46.6,402.27,412.39,2.02,Bullish,35,"Above 50 DMA, Volume expansion"
HDFCLIFE,Financial Services,608.7,-0.63,555.1,820.75,9.66,25.84,49.62,616.18,719.4,0.46,Bearish,25,Near 52W low
ICICIPRULI,Financial Services,535.6,-1.13,491.45,706.8,8.98,24.22,45.08,554.06,608.49,0.41,Bearish,25,Near 52W low
